Date,young,adult,senior,male,female,accept,dead,rosc,all_CA,rural,urban,PM25,NO2,PM10,O3,SO2,CO,Temp,RH,Season
2017-06-08,0,6,11,7,10,5,11,0,17,8,9,10.245374,16.108236,13.229958,77.57558,1.6814896,186.36658,15.718919,54.023727,Summer
2017-06-09,1,4,17,14,8,4,12,2,22,14,8,17.460066,22.731432,22.74129,87.90049,2.108195,232.88503,17.051737,64.41492,Summer
2017-06-10,0,6,21,13,14,4,19,3,27,17,10,19.549479,19.89725,24.23809,110.58404,2.0943542,256.77612,19.696606,61.00983,Summer
2017-06-11,0,10,20,19,11,5,20,4,30,16,14,16.662674,14.575381,20.44935,127.06659,1.9332696,261.65768,20.620707,64.74767,Summer
2017-06-12,0,7,20,17,10,3,14,6,27,13,14,17.226967,17.7122,21.715866,117.140015,2.163717,272.07242,22.182037,66.06832,Summer
2017-06-13,0,3,18,14,7,2,16,2,21,12,9,21.053652,17.88631,27.821522,116.29074,2.4539835,261.73224,22.99032,65.028366,Summer
2017-06-14,0,5,12,9,8,2,10,1,17,11,6,17.520433,17.649475,23.341328,100.0781,1.902528,259.7506,21.960793,75.19568,Summer
2017-06-15,0,5,19,13,11,3,16,1,24,15,9,17.508244,14.653629,21.322002,91.33295,1.0690327,271.82394,20.666101,83.70648,Summer
2017-06-16,0,6,12,13,5,2,14,0,18,14,4,17.506374,14.552283,23.023893,85.82237,1.2204641,240.31578,22.764996,64.84982,Summer
2017-06-17,0,1,16,7,10,5,8,2,17,8,9,9.348582,10.155022,15.086697,98.92034,1.4201393,180.09586,23.250944,41.31894,Summer
2017-06-18,0,4,15,9,10,1,14,2,19,11,8,8.323894,9.973815,13.647955,101.74434,1.4241024,183.44385,20.364468,56.110012,Summer
2017-06-20,0,7,14,16,5,1,13,3,21,10,11,16.973228,18.925304,21.981136,120.48707,2.0660136,221.06335,23.074488,55.514206,Summer
2017-06-21,0,5,13,14,4,2,12,3,18,10,8,16.43378,18.827429,22.787455,115.507866,2.3717716,220.93309,23.917313,59.00201,Summer
2017-06-22,0,5,8,9,4,6,7,0,13,8,5,17.185717,17.921259,24.19643,117.76972,2.4559364,234.01196,24.538229,61.975895,Summer
2017-06-23,0,3,23,15,11,2,15,4,26,15,11,17.661633,14.428106,25.61253,105.95177,1.7966844,199.13768,24.927643,62.645634,Summer
2017-06-24,0,5,19,13,11,4,14,2,24,14,10,17.986574,12.38261,25.774784,110.19183,1.7666215,179.75307,25.078737,64.146996,Summer
2017-06-25,0,8,23,22,9,7,19,4,31,22,9,11.968826,9.779514,16.929363,86.77548,1.5264254,184.37749,21.398733,82.09617,Summer
2017-06-26,0,3,12,7,8,1,9,4,15,9,6,15.124463,13.814341,18.150555,82.76016,1.4665234,222.00824,20.737432,76.22693,Summer
2017-06-27,0,3,16,7,12,3,12,2,19,11,8,10.545442,12.977704,14.149862,77.325066,1.5561541,193.4561,19.656563,78.144104,Summer
2017-06-28,0,6,15,14,7,3,16,1,21,18,3,9.318583,14.03574,12.634601,69.408264,1.2959207,176.47987,16.801754,88.925896,Summer
2017-06-29,0,5,15,11,9,5,11,3,20,10,10,5.7496862,13.07141,7.985886,63.040657,1.4594736,169.12796,15.550241,85.95501,Summer
2017-06-30,0,5,19,13,11,1,16,1,24,11,13,7.3713026,13.228945,10.431834,65.982735,1.9202219,155.24184,14.923865,79.674,Summer
2017-07-01,0,8,19,17,10,2,19,2,27,16,11,9.968054,12.822094,13.437331,67.10681,1.8893231,157.44577,15.370403,72.89725,Summer
2017-07-02,0,5,21,16,10,2,18,4,26,19,7,8.2884655,12.740756,10.961968,61.432655,1.7540058,190.28496,17.55268,66.351906,Summer
2017-07-03,1,3,22,14,12,3,17,3,26,16,10,10.318303,17.060675,13.50569,73.787544,1.8786017,200.62587,20.209118,55.326,Summer
2017-07-04,0,2,25,14,13,6,15,1,27,16,11,14.055462,15.943193,16.83977,92.934975,1.7901204,232.3604,20.624865,64.54032,Summer
2017-07-05,0,7,14,11,10,4,13,0,21,9,12,18.886868,17.778103,22.427195,99.10624,1.9477943,222.44429,21.600744,69.32631,Summer
2017-07-06,0,2,11,7,6,2,10,1,13,12,1,15.842739,18.918278,21.445278,107.41995,2.2827125,223.04074,23.125402,64.051155,Summer
2017-07-07,0,2,15,12,5,0,13,2,17,11,6,15.759735,20.618256,21.62431,110.308655,2.314198,224.77792,24.151234,58.930447,Summer
2017-07-08,0,5,19,10,14,0,19,1,24,14,10,18.043207,17.383207,26.35139,105.804016,2.4465868,205.05157,24.601112,59.538177,Summer
2017-07-09,1,9,21,20,11,9,15,4,31,18,13,18.093452,12.734759,23.486252,89.15807,1.7166334,220.32968,22.74679,67.3416,Summer
2017-07-10,0,4,16,11,9,3,15,0,20,13,7,16.219353,14.846927,21.383175,80.745346,2.1878047,222.04947,21.085056,78.58611,Summer
2017-07-11,0,8,17,14,11,3,17,1,25,12,13,12.126076,15.99932,17.35367,69.61517,1.698643,201.23175,19.856766,79.2183,Summer
2017-07-12,0,4,6,6,4,1,6,2,10,0,10,14.128488,18.110138,18.740282,77.92635,1.95343,222.11818,20.927444,73.71369,Summer
2017-07-13,0,2,12,6,8,1,13,0,14,10,4,11.134194,14.151477,14.449539,100.232185,1.8786885,234.20917,22.706614,59.14951,Summer
2017-07-14,0,10,17,18,9,4,13,2,27,16,11,8.768031,12.862125,10.092934,86.64085,1.5166187,220.7779,19.749779,77.6516,Summer
2017-07-15,0,3,14,8,9,3,9,3,17,11,6,8.272582,14.61467,10.979706,72.45459,1.6386597,229.86826,19.421476,61.4843,Summer
2017-07-16,0,4,18,13,9,5,9,4,22,11,11,7.248425,9.843509,9.864021,84.43796,1.5797114,176.61597,18.217508,57.596146,Summer
2017-07-17,0,2,21,9,14,2,16,1,23,16,7,10.111662,16.669176,13.697901,87.24085,1.5664102,205.40056,19.129192,59.15988,Summer
2017-07-18,0,4,10,7,7,1,4,1,14,7,7,13.229498,19.525757,17.915743,103.072525,2.0295405,215.9299,20.447216,60.829254,Summer
2017-07-19,0,6,15,15,6,2,15,2,21,14,7,16.8058,20.449835,21.760197,109.943924,2.5520766,222.86867,21.536585,60.699963,Summer
2017-07-20,0,4,18,14,8,5,13,1,22,15,7,14.632037,18.46325,21.664925,99.04548,2.8391948,194.83282,21.519136,63.66186,Summer
2017-07-21,0,1,14,8,7,1,11,0,15,6,9,15.758028,17.673073,21.399765,102.86148,2.4736664,255.86151,21.425964,68.17617,Summer
2017-07-22,0,4,21,14,11,2,19,1,25,12,13,12.860159,13.554626,15.563421,98.115234,1.8690987,213.28748,21.53808,70.590385,Summer
2017-07-23,0,4,17,10,11,4,13,0,21,12,9,13.579555,10.323491,19.301546,88.501274,2.5470667,157.98857,22.20768,67.39121,Summer
2017-07-24,0,7,20,16,11,4,18,1,27,16,11,7.937628,13.62502,10.122299,66.36453,1.989136,191.2469,19.348175,74.72262,Summer
2017-07-25,0,5,17,14,8,5,13,3,22,14,8,3.639868,12.522687,5.028555,68.98013,1.9809383,119.242004,18.51674,45.987137,Summer
2017-07-26,0,2,17,10,9,5,10,0,19,12,7,3.7226055,13.983375,4.8622327,70.93878,2.0938394,123.2335,18.715855,44.296566,Summer
2017-07-27,1,6,16,13,10,6,11,2,23,8,15,8.177728,19.169468,11.200352,83.92357,2.1477501,189.00554,19.140373,44.437412,Summer
2017-07-28,1,2,22,17,8,3,16,2,25,13,12,15.904157,20.18801,21.449764,97.37916,2.4609044,242.54156,20.79982,58.138943,Summer
2017-07-29,0,1,13,4,10,4,6,1,14,8,6,16.725594,14.523459,21.881021,102.20295,2.047873,252.24156,21.436762,70.44132,Summer
2017-07-30,0,7,16,16,7,5,12,2,23,19,4,13.687187,10.355958,17.430399,85.183136,1.3449688,198.64575,20.599792,77.20909,Summer
2017-07-31,0,3,16,15,4,0,15,0,19,13,6,15.366438,16.812,21.568584,77.60529,1.7580477,244.28308,22.246092,66.87214,Summer
2017-08-01,0,2,16,11,7,2,15,1,18,11,7,18.735283,17.685543,26.04093,96.54399,1.9443039,311.97568,24.373133,63.530552,Summer
2017-08-02,0,2,15,10,7,8,5,1,17,6,11,20.0302,20.73698,34.820312,108.04974,2.488124,288.5692,25.497381,62.19649,Summer
2017-08-03,0,4,18,11,11,3,14,1,22,13,9,26.031054,18.336443,44.108135,111.97474,2.5100234,274.1637,25.502954,59.628025,Summer
2017-08-04,0,5,22,13,14,7,15,0,27,15,12,25.685352,18.141624,46.529182,111.9304,3.0194783,264.1381,26.186642,59.116634,Summer
2017-08-05,1,5,29,17,18,4,25,0,35,21,14,21.762562,15.87921,39.6964,114.86661,3.0958629,293.39398,26.346952,59.75549,Summer
2017-08-06,1,7,31,23,16,8,26,1,39,14,25,12.75992,11.472679,18.00917,88.027405,1.4661937,248.62497,22.727665,70.0677,Summer
2017-08-07,0,4,13,13,4,1,15,0,17,10,7,7.169119,11.637414,9.716267,79.30628,1.4295518,208.29457,20.700647,60.96141,Summer
2017-08-08,0,3,9,6,6,1,6,1,12,7,5,9.62842,10.710608,12.85907,92.78462,1.6352551,210.84323,20.309818,69.45415,Summer
2017-08-09,0,3,13,9,7,3,12,1,16,9,7,9.506122,11.670628,12.942853,82.044914,1.4899608,227.15085,19.869194,82.328064,Summer
2017-08-10,0,4,15,12,7,0,11,3,19,8,11,10.597253,14.110991,14.153429,63.888992,1.6980815,225.87035,19.042068,80.843925,Summer
2017-08-11,1,8,11,11,9,2,13,3,20,8,12,6.9869957,12.205057,8.726468,70.07811,1.3696907,163.61098,15.702339,80.33566,Summer
2017-08-12,0,4,17,15,6,3,15,1,21,17,4,4.749921,11.941401,6.545553,67.74581,1.3539301,159.21834,17.405495,58.836216,Summer
2017-08-13,0,3,20,10,13,2,19,1,23,15,8,9.365516,13.768972,12.156143,75.22767,1.6291975,210.81122,18.744614,57.548622,Summer
2017-08-14,0,3,12,8,7,1,8,4,15,11,4,10.370081,14.075595,14.115879,78.942924,1.8876704,193.40877,19.718893,61.467823,Summer
2017-08-15,0,6,21,15,12,2,17,2,27,18,9,12.687427,12.795679,17.023426,89.84198,1.8473372,208.45071,20.91536,62.106224,Summer
2017-08-16,0,3,17,12,8,3,15,1,20,10,10,14.860037,14.785476,19.595102,90.43323,1.5594207,270.0456,21.263824,64.40398,Summer
2017-08-17,0,4,22,15,11,8,14,1,26,12,14,12.441027,12.980444,17.309528,95.618385,1.2756773,242.56972,21.80672,67.91379,Summer
2017-08-18,0,4,21,12,13,9,12,2,25,14,11,13.527291,11.427567,18.839245,104.3565,1.7431389,224.84306,22.288612,68.07863,Summer
2017-08-19,0,3,20,12,11,3,13,5,23,16,7,12.8132515,8.121494,18.083504,92.087715,1.6224693,193.71423,20.149076,78.003,Summer
2017-08-20,0,1,12,6,7,1,10,1,13,9,4,7.36202,9.53116,10.267323,73.577644,1.3452803,187.7407,17.954367,60.18054,Summer
2017-08-21,0,5,15,12,8,3,14,1,20,10,10,8.4724045,12.22564,11.926866,75.28987,1.7475419,190.83813,17.140965,63.43731,Summer
2017-08-22,0,3,18,11,10,3,13,1,21,15,6,10.839156,14.055289,15.500125,83.12209,1.8417499,201.55527,17.52898,65.68489,Summer
2017-08-23,0,7,14,11,10,4,12,2,21,11,10,15.490154,16.449434,21.129963,93.214005,1.8775856,233.56232,18.54812,68.136024,Summer
2017-08-24,0,1,17,12,6,2,13,0,18,12,6,19.50553,15.197796,25.083912,103.23206,2.1072912,255.51918,20.259714,70.22513,Summer
2017-08-25,0,2,14,8,8,0,12,2,16,11,5,19.91471,14.810914,26.22817,101.14854,1.8756163,259.85794,21.104769,73.67818,Summer
2017-08-26,0,5,14,10,9,4,14,0,19,12,7,21.481813,15.531102,28.375223,103.104706,1.7990634,288.8544,22.26182,68.99698,Summer
2017-08-27,0,1,17,10,8,3,11,1,18,8,10,17.085127,12.898484,23.256235,94.31802,2.0126586,213.94226,23.18813,63.993027,Summer
2017-08-28,0,3,21,13,11,5,17,0,24,10,14,17.378986,18.610876,24.60864,85.49676,2.175028,274.38568,22.803219,63.51525,Summer
2017-08-29,0,4,14,9,9,3,8,3,18,9,9,14.429051,15.055458,19.702103,89.010735,1.9000982,231.33943,21.105928,67.77513,Summer
2017-08-30,1,4,12,12,5,2,11,1,17,9,8,14.995727,17.975786,21.537834,94.55136,2.0559258,261.85156,21.403967,66.2136,Summer
2017-08-31,0,3,11,8,6,3,9,0,14,5,9,15.771462,16.81657,21.977978,81.20828,2.2658324,234.93994,20.63876,74.60661,Summer
2017-09-01,0,2,8,6,4,2,6,1,10,2,8,8.130215,13.121756,10.6628,68.29615,1.8041618,202.09283,17.277988,84.7415,Autumn
2017-09-02,0,4,23,16,11,3,16,4,27,13,14,4.43553,12.890766,5.814827,51.393414,1.6835313,197.05269,12.909802,79.80032,Autumn
2017-09-03,0,7,21,19,9,6,14,4,28,18,10,5.6707997,14.532151,7.5553374,55.433174,1.7866523,212.58646,14.325503,59.596138,Autumn
2017-09-04,0,7,19,14,12,6,15,1,26,15,11,12.901478,22.07705,16.644289,55.902077,2.180084,222.76718,14.643031,66.19329,Autumn
2017-09-05,0,7,13,10,10,6,12,1,20,11,9,21.560926,25.001057,26.83789,70.52908,2.316226,260.13474,16.40115,70.60965,Autumn
2017-09-06,1,6,13,14,6,1,12,4,20,9,11,24.780855,25.61137,30.78187,73.56794,2.2041981,307.04962,17.625751,75.96598,Autumn
2017-09-07,0,7,10,12,5,1,11,2,17,11,6,17.555439,19.86221,22.872036,71.19746,1.8829175,284.53546,17.350016,76.637665,Autumn
2017-09-08,0,4,17,11,10,4,13,1,21,12,9,10.476704,15.003455,14.046178,60.972084,1.7453283,216.19449,16.2426,78.30507,Autumn
2017-09-09,0,6,21,19,8,3,20,1,27,20,7,11.812427,11.769377,15.32431,65.99818,1.7958678,189.5654,15.123189,87.54171,Autumn
2017-09-10,0,2,23,13,12,1,18,2,25,14,11,5.172122,9.780586,6.778437,62.52568,1.3253164,204.60962,12.886878,93.39051,Autumn
2017-09-11,0,5,15,11,9,6,8,1,20,10,10,8.802803,20.104055,11.126988,44.90938,1.8174479,241.05237,15.478528,86.36355,Autumn
2017-09-12,0,3,20,10,13,6,14,1,23,14,9,8.153696,18.842754,10.995037,43.090435,1.9799153,252.2741,14.776558,76.28948,Autumn
2017-09-13,0,6,14,14,6,1,11,4,20,9,11,12.115085,21.062643,16.522116,44.744312,1.7790611,207.44145,13.101715,76.56174,Autumn
2017-09-14,1,2,16,9,10,3,8,3,19,11,8,11.991376,25.91482,17.362774,33.6867,2.0362334,253.75746,13.144862,81.94992,Autumn
2017-09-15,0,8,26,15,19,8,18,4,34,18,16,7.0447183,23.30064,10.020101,33.774506,1.9813671,231.03116,11.424414,69.13907,Autumn
2017-09-16,0,8,18,18,8,6,17,0,26,17,9,10.499032,16.327513,12.554202,51.07816,1.548202,213.28345,11.241196,90.527115,Autumn
2017-09-17,0,10,18,20,8,3,16,5,28,16,12,11.055803,12.197134,13.105151,58.188602,1.6052114,165.05586,11.251394,80.09691,Autumn
2017-09-18,0,6,17,12,11,1,16,3,23,14,9,13.283984,23.08166,15.990525,32.97122,1.6836764,178.57051,10.166443,84.0042,Autumn
2017-09-19,0,4,30,18,16,2,27,2,34,19,15,11.05408,19.452925,13.253552,37.741814,1.790668,169.88928,10.898844,71.2375,Autumn
2017-09-20,0,9,22,24,7,6,18,3,31,14,17,6.4407268,22.621582,8.656127,42.357117,1.9383566,220.67882,12.198356,54.96455,Autumn
2017-09-21,0,7,23,13,17,6,17,4,30,15,15,16.10627,30.02845,19.515846,47.688667,2.5329778,225.86943,11.328267,59.797913,Autumn
2017-09-22,1,6,23,18,12,6,19,2,30,18,12,19.121841,30.417984,24.324203,48.53026,2.6253178,285.5621,12.69337,69.640076,Autumn
2017-09-23,0,3,21,11,13,3,17,1,24,14,10,21.800142,26.108273,26.691532,48.89052,2.137275,283.0457,13.448511,80.456665,Autumn
2017-09-24,0,8,23,19,12,6,16,4,31,21,10,18.556293,16.491142,20.990736,56.584,1.9706244,214.34723,13.858096,84.27324,Autumn
2017-09-25,0,4,21,14,11,2,21,1,25,14,11,18.697712,19.685913,22.16278,52.86329,1.4754118,242.45946,12.785053,81.9122,Autumn
2017-09-26,0,4,23,14,13,6,17,2,27,16,11,20.384432,25.90067,24.152925,45.317383,1.6029712,282.3447,13.196244,80.07208,Autumn
2017-09-27,0,8,23,17,14,6,20,3,31,21,10,25.43288,29.613092,29.18421,44.35187,1.7804269,338.35428,14.091593,78.01447,Autumn
2017-09-28,0,3,14,7,10,2,11,0,17,7,10,30.487425,29.086311,35.967606,43.460773,1.897612,356.50867,14.004494,79.10154,Autumn
2017-09-29,0,6,21,14,13,2,22,1,27,13,14,32.62206,29.62433,39.078926,38.965637,1.9917955,323.01804,13.681112,81.666214,Autumn
2017-09-30,1,5,19,13,12,3,16,4,25,18,7,31.253584,24.041065,36.718136,48.148808,2.0416622,283.8043,13.314172,78.37491,Autumn
2017-10-01,2,2,14,12,6,3,12,3,18,12,6,22.926775,18.705301,27.01745,47.60941,1.6298082,257.5455,11.465275,89.78369,Autumn
2017-10-02,0,9,26,18,17,4,21,2,35,17,18,27.51989,27.740911,32.191265,32.263187,1.9258186,304.20767,12.209085,84.97169,Autumn
2017-10-03,0,7,12,14,5,4,10,4,19,12,7,34.82558,34.61917,41.169262,17.796354,2.4185073,384.28583,12.320895,87.43122,Autumn
2017-10-04,0,4,26,21,9,3,22,2,30,16,14,34.908802,32.273624,42.059925,20.492792,2.0447574,370.74506,11.862422,84.924164,Autumn
2017-10-05,1,2,19,15,7,5,7,3,22,14,8,24.308575,25.866976,31.181948,36.586773,2.6107588,358.22192,13.402897,80.7625,Autumn
2017-10-06,0,2,27,12,17,8,18,2,29,13,16,9.588099,19.479385,13.367191,47.888317,2.053022,246.21118,13.400647,51.697205,Autumn
2017-10-07,0,5,20,15,10,5,20,0,25,18,7,7.3079133,26.511797,10.122647,42.351376,2.6329763,213.2378,10.33152,51.441315,Autumn
2017-10-08,0,4,23,15,12,7,17,0,27,16,11,10.800113,25.004879,15.682256,50.495487,2.784816,294.87915,11.764172,58.44079,Autumn
2017-10-09,0,5,21,10,16,1,18,2,26,13,13,23.716747,34.6645,30.1895,38.71131,2.454192,306.51004,11.016996,72.3125,Autumn
2017-10-10,0,2,18,8,12,3,14,0,20,8,12,33.26815,35.3421,41.239475,38.75352,2.7274094,339.16064,11.240383,72.61332,Autumn
2017-10-11,0,6,29,18,17,8,18,0,35,14,21,42.067085,35.16979,50.32506,37.16453,2.5188959,386.57257,11.231622,82.1402,Autumn
2017-10-12,0,2,21,14,9,3,14,5,23,15,8,38.57122,37.208214,45.338043,39.848827,2.7498546,448.2139,12.451,77.29034,Autumn
2017-10-13,0,7,16,14,9,3,16,1,23,15,8,36.51061,39.18033,46.588936,36.678925,2.5449457,473.18127,12.466899,74.59104,Autumn
2017-10-14,0,7,22,21,8,6,16,2,29,15,14,43.770218,34.886898,54.227554,40.61931,2.4776614,483.83945,13.239317,71.49908,Autumn
2017-10-15,0,5,28,16,17,9,17,3,33,18,15,48.056995,30.980118,56.340683,47.25629,2.3031526,449.63214,13.737794,70.275246,Autumn
2017-10-16,1,8,17,19,7,6,17,0,26,15,11,43.76114,39.01988,53.9179,37.937412,2.6281095,517.26715,13.68658,68.33741,Autumn
2017-10-17,0,4,21,15,10,4,16,3,25,16,9,50.7605,42.714504,60.544937,31.358725,3.0813599,492.40363,12.870154,67.10799,Autumn
2017-10-18,0,3,21,15,9,2,14,1,24,13,11,63.40666,41.330547,73.96921,34.00014,2.9226112,496.50555,11.579134,73.19052,Autumn
2017-10-19,0,5,17,14,8,3,12,5,22,13,9,68.823395,36.80409,81.6837,24.832117,1.948038,471.56482,10.684362,75.86358,Autumn
2017-10-20,3,3,17,10,13,7,10,0,23,17,6,70.33653,33.43989,83.47482,23.054039,1.7412616,420.792,10.552138,80.428116,Autumn
2017-10-21,0,3,24,19,8,2,23,0,27,17,10,62.639122,31.81437,75.56156,20.318213,2.1045835,467.0219,10.854993,85.415146,Autumn
2017-10-22,0,6,15,12,9,4,14,1,21,11,10,24.516674,20.309021,28.662323,31.141386,2.0704172,356.57983,11.335629,77.82068,Autumn
2017-10-23,0,4,19,17,6,4,14,1,23,13,10,3.6472244,17.08031,5.396057,50.823753,1.9429771,176.06717,10.14325,46.937828,Autumn
2017-10-24,0,5,21,16,10,4,19,1,26,17,9,7.0982804,37.78593,9.702121,30.472784,2.7801044,314.30115,11.0798435,45.2522,Autumn
2017-10-25,0,6,17,13,10,5,7,5,23,14,9,18.432714,42.838604,21.98353,18.708046,2.996275,399.44397,10.483424,57.13115,Autumn
2017-10-26,0,6,23,15,14,7,14,3,29,14,15,32.578045,47.461414,37.10044,13.79653,3.1437004,468.59753,10.970664,62.099022,Autumn
2017-10-27,0,4,14,12,6,3,11,1,18,11,7,17.76215,32.546116,20.470448,32.792336,2.397914,327.7627,12.732626,47.923393,Autumn
2017-10-28,0,5,16,13,8,3,15,1,21,13,8,9.577873,34.21158,13.339742,26.16281,2.6546159,331.5928,9.931325,44.4055,Autumn
2017-10-29,0,13,20,20,13,5,19,3,33,21,12,8.362204,23.37546,11.064347,45.730003,2.695322,267.95093,13.502148,40.14468,Autumn
2017-10-30,0,5,13,8,10,2,12,2,18,13,5,9.842258,31.814526,13.880889,33.123287,2.316125,344.2871,10.153462,59.91286,Autumn
2017-10-31,0,1,21,13,9,5,14,0,22,12,10,18.220133,38.459183,24.10392,23.64795,2.547875,382.14005,8.10282,76.59811,Autumn
2017-11-01,0,8,25,18,15,4,18,6,33,21,12,32.97958,37.815697,39.64102,21.255005,2.7432492,372.62814,6.979027,78.54829,Autumn
2017-11-02,2,11,15,18,10,4,16,2,28,16,12,46.939865,43.521046,53.14465,14.397662,3.235827,475.1997,7.259128,81.30038,Autumn
2017-11-03,0,7,30,22,15,8,24,4,37,20,17,44.149746,46.26572,51.62197,20.345951,2.8901365,462.56546,8.431395,69.9549,Autumn
2017-11-04,0,5,19,9,15,8,14,2,24,11,13,45.637733,42.551247,52.936558,10.339589,2.7309039,511.39725,8.133433,82.109695,Autumn
2017-11-05,0,3,33,18,18,9,18,4,36,16,20,12.660226,20.05362,14.466653,34.19974,2.270471,323.6777,8.126087,94.18735,Autumn
2017-11-06,0,9,21,19,11,6,22,0,30,21,9,5.6122565,29.920355,6.813168,30.166204,2.3407512,311.34595,6.290866,78.56157,Autumn
2017-11-07,0,5,23,17,11,1,21,4,28,18,10,10.246934,34.594757,12.424518,12.396878,2.7148004,460.16452,5.519046,81.03125,Autumn
2017-11-08,0,7,18,16,9,4,16,2,25,15,10,15.667041,33.036655,17.854176,15.110618,2.5891867,401.61227,5.838237,91.8235,Autumn
2017-11-09,0,4,24,20,8,7,20,0,28,13,15,16.173292,33.40807,18.198856,11.129308,2.4495685,450.23447,6.0681643,92.66123,Autumn
2017-11-10,1,1,17,8,11,4,11,1,19,12,7,18.904018,33.8341,21.855576,12.940416,2.608927,438.48663,5.0787964,86.41951,Autumn
2017-11-11,0,8,26,19,15,7,23,2,34,21,13,23.628473,31.96174,26.14451,11.937944,2.6454127,446.0617,4.945166,82.95319,Autumn
2017-11-12,0,6,19,13,12,5,14,0,25,14,11,21.360165,30.489807,23.861555,12.77964,2.7544217,395.06152,4.9626184,89.76261,Autumn
2017-11-13,0,6,21,16,11,6,16,2,27,18,9,4.5039797,24.049334,5.558446,39.21301,1.981876,249.17073,4.9351106,50.344322,Autumn
2017-11-14,0,2,23,14,11,7,14,1,25,14,11,9.624814,41.2754,12.833483,19.191845,2.6187496,436.9385,3.8059714,54.578865,Autumn
2017-11-15,0,6,22,18,10,6,17,3,28,11,17,18.730316,46.372883,22.792002,12.400381,3.5425897,535.35016,2.7122536,66.080696,Autumn
2017-11-16,1,5,22,14,14,7,13,5,28,18,10,23.979208,49.414787,27.99616,11.349283,3.816198,540.7549,3.9885647,71.605,Autumn
2017-11-17,0,5,21,16,10,5,13,4,26,14,12,30.600836,52.189594,35.599392,9.859309,3.854665,543.83795,4.2756143,68.5611,Autumn
2017-11-18,0,7,19,15,11,2,22,2,26,16,10,34.796543,45.295395,39.692917,11.712587,3.5395617,502.84537,3.9336045,78.26047,Autumn
2017-11-19,0,5,26,20,11,5,22,2,31,17,14,20.452314,33.210407,23.04562,23.923182,2.4180934,501.87665,4.8848114,52.095425,Autumn
2017-11-20,0,4,17,14,7,2,14,2,21,14,7,16.65732,46.747223,19.928053,16.260262,2.849134,572.9601,3.1228151,56.831028,Autumn
2017-11-21,0,6,26,18,14,7,18,3,32,19,13,22.510908,46.87787,27.801472,15.008879,3.4157534,476.44925,4.5198445,71.17091,Autumn
2017-11-22,0,4,17,13,8,4,14,0,21,9,12,28.678051,53.37511,35.322903,7.1980987,3.3000333,636.244,4.85629,83.44301,Autumn
2017-11-23,0,8,21,16,13,4,21,1,29,16,13,33.602547,50.27017,38.664875,5.8810644,3.371724,565.01416,5.6916394,86.61608,Autumn
2017-11-24,1,9,13,15,8,5,14,2,23,11,12,36.595074,45.665936,42.766148,5.7421837,3.3989875,508.45602,5.2211623,83.99551,Autumn
2017-11-25,0,8,26,20,14,9,15,5,34,19,15,20.84756,41.876984,24.914347,5.3391185,2.4624727,580.3637,5.4185333,95.22005,Autumn
2017-11-26,1,12,28,30,11,14,20,5,41,21,20,4.849841,19.167921,6.405088,39.880817,1.6597,239.41544,3.8969758,50.47075,Autumn
2017-11-27,0,3,37,19,21,6,26,5,40,23,17,9.125514,39.331314,12.6555,21.512228,2.5880065,352.54977,0.44177687,53.111404,Autumn
2017-11-28,0,4,24,10,18,5,20,1,28,19,9,22.359755,50.86962,26.887568,6.43048,3.504119,463.6787,0.32877994,73.476555,Autumn
2017-11-29,0,7,23,15,15,3,23,1,30,20,10,23.739126,45.359352,27.040005,4.359232,3.15747,539.1673,1.1643945,92.81914,Autumn
2017-11-30,1,7,21,21,8,2,21,3,29,16,13,11.006219,36.83794,13.852416,17.19628,2.916027,455.16278,1.2424011,64.09862,Autumn
2017-12-01,2,7,17,17,9,11,12,2,26,11,15,14.923527,39.702824,18.814789,11.553774,2.7311993,444.8242,-1.1338696,68.01319,Winter
2017-12-02,0,5,23,18,10,4,18,1,28,17,11,12.420681,36.401394,14.468679,15.915684,2.5329444,420.16986,-0.22105189,69.5486,Winter
2017-12-03,0,7,30,24,13,7,26,1,37,18,19,18.125235,39.307526,21.153112,14.1449585,2.7312546,479.23703,-1.7487799,65.9191,Winter
2017-12-04,0,9,16,13,12,7,11,3,25,12,13,21.364723,48.940567,24.621891,8.808954,3.7212305,485.3215,-0.21534713,66.24795,Winter
2017-12-05,0,10,17,18,9,4,21,1,27,17,10,17.631424,60.67564,21.257132,9.7944765,3.6258144,619.2669,1.2829224,65.95749,Winter
2017-12-06,0,3,29,12,20,7,18,1,32,18,14,25.118134,57.79788,30.331553,12.246217,4.07712,492.52985,1.2019804,71.10432,Winter
2017-12-07,0,6,25,17,14,6,18,4,31,17,14,30.482712,51.633076,37.652615,10.069603,3.5228052,654.885,0.9741661,80.215645,Winter
2017-12-08,0,7,26,20,13,3,25,3,33,18,15,31.068338,50.0218,35.472347,8.265796,3.1106737,671.57996,2.0976415,86.35851,Winter
2017-12-09,0,6,28,18,16,9,19,5,34,20,14,5.1710234,21.785423,6.7812595,48.126904,2.1051095,253.50468,0.14203788,36.052032,Winter
2017-12-10,0,6,27,15,18,6,20,3,33,20,13,13.600816,39.040447,15.656581,19.05471,2.1936114,428.61484,-3.2502296,69.23264,Winter
2017-12-11,0,6,35,24,17,5,28,3,41,24,17,10.138117,43.24446,11.398152,7.4575677,2.7385075,696.25104,0.40339303,98.10569,Winter
